55834574848,FIELD_IDENTIFIER,2,,cin,cin,23,67,,,2
55834586026,FIELD_IDENTIFIER,2,,RECORD,RECORD,158,144,,,2
55834586027,FIELD_IDENTIFIER,2,,type,type,42,155,,,2
55834586028,FIELD_IDENTIFIER,2,,CHAR,CHAR,78,155,,,2
55834586029,FIELD_IDENTIFIER,2,,type,type,86,155,,,2
55834586030,FIELD_IDENTIFIER,2,,WCHAR_T,WCHAR_T,122,155,,,2
55834586031,FIELD_IDENTIFIER,2,,mSettings,mSettings,120,156,,,2
55834586032,FIELD_IDENTIFIER,2,,mSettings,mSettings,84,186,,,2
55834586033,FIELD_IDENTIFIER,2,,npos,npos,97,189,,,2
55834586034,FIELD_IDENTIFIER,2,,condition,condition,25,204,,,2
55834586035,FIELD_IDENTIFIER,2,,condition,condition,60,205,,,2
55834586036,FIELD_IDENTIFIER,2,,intvalue,intvalue,94,210,,,2
55834586037,FIELD_IDENTIFIER,2,,floatValue,floatValue,119,210,,,2
55834586038,FIELD_IDENTIFIER,2,,error,error,90,215,,,2
55834586039,FIELD_IDENTIFIER,2,,warning,warning,108,215,,,2
55834586040,FIELD_IDENTIFIER,2,,inconclusive,inconclusive,65,219,,,2
55834586041,FIELD_IDENTIFIER,2,,normal,normal,91,219,,,2
55834586042,FIELD_IDENTIFIER,2,,error,error,31,222,,,2
55834586043,FIELD_IDENTIFIER,2,,normal,normal,32,226,,,2
55834586044,FIELD_IDENTIFIER,2,,error,error,32,234,,,2
55834586045,FIELD_IDENTIFIER,2,,normal,normal,98,234,,,2
55834586046,FIELD_IDENTIFIER,2,,error,error,32,242,,,2
55834586047,FIELD_IDENTIFIER,2,,normal,normal,97,242,,,2
55834586048,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,250,,,2
55834586049,FIELD_IDENTIFIER,2,,severity,severity,10,250,,,2
55834586050,FIELD_IDENTIFIER,2,,warning,warning,50,250,,,2
55834586051,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,251,,,2
55834586052,FIELD_IDENTIFIER,2,,severity,severity,10,251,,,2
55834586053,FIELD_IDENTIFIER,2,,style,style,50,251,,,2
55834586054,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,252,,,2
55834586055,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,257,,,2
55834586056,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,31,258,,,2
55834586057,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,33,259,,,2
55834586058,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,66,259,,,2
55834586059,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,23,279,,,2
55834586060,FIELD_IDENTIFIER,2,,retDef,retDef,52,283,,,2
55834586061,FIELD_IDENTIFIER,2,,mSettings,mSettings,57,285,,,2
55834586062,FIELD_IDENTIFIER,2,,library,library,57,285,,,2
55834586063,FIELD_IDENTIFIER,2,,DEFAULT,DEFAULT,72,288,,,2
55834586064,FIELD_IDENTIFIER,2,,mSettings,mSettings,83,288,,,2
55834586065,FIELD_IDENTIFIER,2,,library,library,83,288,,,2
55834586066,FIELD_IDENTIFIER,2,,mSettings,mSettings,21,289,,,2
55834586067,FIELD_IDENTIFIER,2,,severity,severity,21,289,,,2
55834586068,FIELD_IDENTIFIER,2,,warning,warning,61,289,,,2
55834586069,FIELD_IDENTIFIER,2,,mSettings,mSettings,26,291,,,2
55834586070,FIELD_IDENTIFIER,2,,severity,severity,26,291,,,2
55834586071,FIELD_IDENTIFIER,2,,style,style,66,291,,,2
55834586072,FIELD_IDENTIFIER,2,,ERROR_CODE,ERROR_CODE,62,292,,,2
55834586073,FIELD_IDENTIFIER,2,,warning,warning,32,301,,,2
55834586074,FIELD_IDENTIFIER,2,,normal,normal,113,302,,,2
55834586075,FIELD_IDENTIFIER,2,,style,style,32,307,,,2
55834586076,FIELD_IDENTIFIER,2,,normal,normal,133,308,,,2
55834586077,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,319,,,2
55834586078,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,31,320,,,2
55834586079,FIELD_IDENTIFIER,2,,function,function,36,321,,,2
55834586080,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,45,324,,,2
55834586081,FIELD_IDENTIFIER,2,,mSettings,mSettings,66,324,,,2
55834586082,FIELD_IDENTIFIER,2,,standards,standards,66,324,,,2
55834586083,FIELD_IDENTIFIER,2,,c,c,66,324,,,2
55834586084,FIELD_IDENTIFIER,2,,C99,C99,102,324,,,2
55834586085,FIELD_IDENTIFIER,2,,type,type,13,326,,,2
55834586086,FIELD_IDENTIFIER,2,,eFunction,eFunction,45,326,,,2
55834586087,FIELD_IDENTIFIER,2,,type,type,58,326,,,2
55834586088,FIELD_IDENTIFIER,2,,eOperatorEqual,eOperatorEqual,90,326,,,2
55834586089,FIELD_IDENTIFIER,2,,retDef,retDef,26,328,,,2
55834586090,FIELD_IDENTIFIER,2,,retDef,retDef,59,328,,,2
55834586091,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,59,332,,,2
55834586092,FIELD_IDENTIFIER,2,,mSettings,mSettings,75,332,,,2
55834586093,FIELD_IDENTIFIER,2,,library,library,75,332,,,2
55834586094,FIELD_IDENTIFIER,2,,type,type,35,345,,,2
55834586095,FIELD_IDENTIFIER,2,,eFunction,eFunction,69,345,,,2
55834586096,FIELD_IDENTIFIER,2,,type,type,17,366,,,2
55834586097,FIELD_IDENTIFIER,2,,eSwitch,eSwitch,50,366,,,2
55834586098,FIELD_IDENTIFIER,2,,type,type,99,381,,,2
55834586099,FIELD_IDENTIFIER,2,,eSwitch,eSwitch,140,381,,,2
55834586100,FIELD_IDENTIFIER,2,,type,type,24,386,,,2
55834586101,FIELD_IDENTIFIER,2,,eIf,eIf,57,386,,,2
55834586102,FIELD_IDENTIFIER,2,,classDef,classDef,42,387,,,2
55834586103,FIELD_IDENTIFIER,2,,type,type,24,391,,,2
55834586104,FIELD_IDENTIFIER,2,,eElse,eElse,57,391,,,2
55834586105,FIELD_IDENTIFIER,2,,error,error,32,423,,,2
55834586106,FIELD_IDENTIFIER,2,,normal,normal,132,424,,,2
55834586107,FIELD_IDENTIFIER,2,,mSettings,mSettings,27,431,,,2
55834586108,FIELD_IDENTIFIER,2,,severity,severity,27,431,,,2
55834586109,FIELD_IDENTIFIER,2,,style,style,67,431,,,2
55834586110,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,79,431,,,2
55834586111,FIELD_IDENTIFIER,2,,mSettings,mSettings,100,431,,,2
55834586112,FIELD_IDENTIFIER,2,,standards,standards,100,431,,,2
55834586113,FIELD_IDENTIFIER,2,,c,c,100,431,,,2
55834586114,FIELD_IDENTIFIER,2,,C89,C89,137,431,,,2
55834586115,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,146,431,,,2
55834586116,FIELD_IDENTIFIER,2,,mSettings,mSettings,169,431,,,2
55834586117,FIELD_IDENTIFIER,2,,standards,standards,169,431,,,2
55834586118,FIELD_IDENTIFIER,2,,cpp,cpp,169,431,,,2
55834586119,FIELD_IDENTIFIER,2,,CPP03,CPP03,208,431,,,2
55834586120,FIELD_IDENTIFIER,2,,mSettings,mSettings,32,432,,,2
55834586121,FIELD_IDENTIFIER,2,,severity,severity,32,432,,,2
55834586122,FIELD_IDENTIFIER,2,,warning,warning,72,432,,,2
55834586123,FIELD_IDENTIFIER,2,,mSettings,mSettings,41,434,,,2
55834586124,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,439,,,2
55834586125,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,31,440,,,2
55834586126,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,33,441,,,2
55834586127,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,66,441,,,2
55834586128,FIELD_IDENTIFIER,2,,warning,warning,40,494,,,2
55834586129,FIELD_IDENTIFIER,2,,normal,normal,205,494,,,2
55834586130,FIELD_IDENTIFIER,2,,warning,warning,40,496,,,2
55834586131,FIELD_IDENTIFIER,2,,normal,normal,232,496,,,2
55834586132,FIELD_IDENTIFIER,2,,warning,warning,36,498,,,2
55834586133,FIELD_IDENTIFIER,2,,normal,normal,149,498,,,2
55834586134,FIELD_IDENTIFIER,2,,style,style,32,503,,,2
55834586135,FIELD_IDENTIFIER,2,,normal,normal,174,503,,,2
55834586136,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,518,,,2
55834586137,FIELD_IDENTIFIER,2,,severity,severity,10,518,,,2
55834586138,FIELD_IDENTIFIER,2,,warning,warning,50,518,,,2
55834586139,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,523,,,2
55834586140,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,31,524,,,2
55834586141,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,33,525,,,2
55834586142,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,66,525,,,2
55834586143,FIELD_IDENTIFIER,2,,warning,warning,32,544,,,2
55834586144,FIELD_IDENTIFIER,2,,normal,normal,105,544,,,2
55834586145,FIELD_IDENTIFIER,2,,mSettings,mSettings,35,557,,,2
55834586146,FIELD_IDENTIFIER,2,,severity,severity,35,557,,,2
55834586147,FIELD_IDENTIFIER,2,,portability,portability,75,557,,,2
55834586148,FIELD_IDENTIFIER,2,,mSettings,mSettings,31,558,,,2
55834586149,FIELD_IDENTIFIER,2,,severity,severity,31,558,,,2
55834586150,FIELD_IDENTIFIER,2,,warning,warning,71,558,,,2
55834586151,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,564,,,2
55834586152,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,31,565,,,2
55834586153,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,33,566,,,2
55834586154,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,74,566,,,2
55834586155,FIELD_IDENTIFIER,2,,mSettings,mSettings,44,586,,,2
55834586156,FIELD_IDENTIFIER,2,,platform,platform,44,586,,,2
55834586157,FIELD_IDENTIFIER,2,,mSettings,mSettings,44,587,,,2
55834586158,FIELD_IDENTIFIER,2,,platform,platform,44,587,,,2
55834586159,FIELD_IDENTIFIER,2,,portability,portability,32,601,,,2
55834586160,FIELD_IDENTIFIER,2,,normal,normal,105,601,,,2
55834586161,FIELD_IDENTIFIER,2,,warning,warning,32,608,,,2
55834586162,FIELD_IDENTIFIER,2,,normal,normal,111,608,,,2
55834586163,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,617,,,2
55834586164,FIELD_IDENTIFIER,2,,checkLibrary,checkLibrary,10,617,,,2
55834586165,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,29,621,,,2
55834586166,FIELD_IDENTIFIER,2,,mSettings,mSettings,54,649,,,2
55834586167,FIELD_IDENTIFIER,2,,NO_ACTION,NO_ACTION,96,649,,,2
55834586168,FIELD_IDENTIFIER,2,,mSettings,mSettings,53,651,,,2
55834586169,FIELD_IDENTIFIER,2,,NO_YIELD,NO_YIELD,94,651,,,2
55834586170,FIELD_IDENTIFIER,2,,mSettings,mSettings,14,655,,,2
55834586171,FIELD_IDENTIFIER,2,,library,library,14,655,,,2
55834586172,FIELD_IDENTIFIER,2,,mSettings,mSettings,43,658,,,2
55834586173,FIELD_IDENTIFIER,2,,library,library,43,658,,,2
55834586174,FIELD_IDENTIFIER,2,,mSettings,mSettings,13,662,,,2
55834586175,FIELD_IDENTIFIER,2,,library,library,13,662,,,2
55834586176,FIELD_IDENTIFIER,2,,mSettings,mSettings,66,662,,,2
55834586177,FIELD_IDENTIFIER,2,,library,library,66,662,,,2
55834586178,FIELD_IDENTIFIER,2,,mSettings,mSettings,13,665,,,2
55834586179,FIELD_IDENTIFIER,2,,library,library,13,665,,,2
55834586180,FIELD_IDENTIFIER,2,,mSettings,mSettings,13,668,,,2
55834586181,FIELD_IDENTIFIER,2,,library,library,13,668,,,2
55834586182,FIELD_IDENTIFIER,2,,def,def,95,668,,,2
55834586183,FIELD_IDENTIFIER,2,,mSettings,mSettings,13,674,,,2
55834586184,FIELD_IDENTIFIER,2,,library,library,13,674,,,2
55834586185,FIELD_IDENTIFIER,2,,information,information,31,678,,,2
55834586186,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,10,689,,,2
55834586187,FIELD_IDENTIFIER,2,,mSettings,mSettings,33,689,,,2
55834586188,FIELD_IDENTIFIER,2,,standards,standards,33,689,,,2
55834586189,FIELD_IDENTIFIER,2,,cpp,cpp,33,689,,,2
55834586190,FIELD_IDENTIFIER,2,,CPP11,CPP11,71,689,,,2
55834586191,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,692,,,2
55834586192,FIELD_IDENTIFIER,2,,severity,severity,10,692,,,2
55834586193,FIELD_IDENTIFIER,2,,performance,performance,50,692,,,2
55834586194,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,697,,,2
55834586195,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,31,698,,,2
55834586196,FIELD_IDENTIFIER,2,,function,function,40,700,,,2
55834586197,FIELD_IDENTIFIER,2,,function,function,49,702,,,2
55834586198,FIELD_IDENTIFIER,2,,reference,reference,94,711,,,2
55834586199,FIELD_IDENTIFIER,2,,None,None,139,711,,,2
55834586200,FIELD_IDENTIFIER,2,,performance,performance,27,720,,,2
55834586201,FIELD_IDENTIFIER,2,,mSettings,mSettings,10,728,,,2
55834586202,FIELD_IDENTIFIER,2,,severity,severity,10,728,,,2
55834586203,FIELD_IDENTIFIER,2,,style,style,50,728,,,2
55834586204,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,30,733,,,2
55834586205,FIELD_IDENTIFIER,2,,scopeList,scopeList,30,733,,,2
55834586206,FIELD_IDENTIFIER,2,,type,type,13,734,,,2
55834586207,FIELD_IDENTIFIER,2,,eFor,eFor,38,734,,,2
55834586208,FIELD_IDENTIFIER,2,,classDef,classDef,33,737,,,2
55834586209,FIELD_IDENTIFIER,2,,mSettings,mSettings,73,764,,,2
55834586210,FIELD_IDENTIFIER,2,,library,library,73,764,,,2
55834586211,FIELD_IDENTIFIER,2,,mSettings,mSettings,73,767,,,2
55834586212,FIELD_IDENTIFIER,2,,library,library,73,767,,,2
55834586213,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,28,783,,,2
55834586214,FIELD_IDENTIFIER,2,,style,style,32,832,,,2
55834586215,FIELD_IDENTIFIER,2,,library,library,19,860,,,2
55834586216,FIELD_IDENTIFIER,2,,library,library,67,860,,,2
55834586217,FIELD_IDENTIFIER,2,,style,style,42,861,,,2
55834586218,FIELD_IDENTIFIER,2,,first,first,49,861,,,2
55834586219,FIELD_IDENTIFIER,2,,second,second,68,861,,,2
55834586220,FIELD_IDENTIFIER,2,,message,message,68,861,,,2
55834586221,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,9,68,,,2
55834586222,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,51,73,,,2
55834586223,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,32,74,,,2
55834586224,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,33,75,,,2
55834586225,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,65,75,,,2
55834586226,FIELD_IDENTIFIER,2,,error,error,32,90,,,2
55834586227,FIELD_IDENTIFIER,2,,normal,normal,143,90,,,2
55834586228,FIELD_IDENTIFIER,2,,npos,npos,42,102,,,2
55834586229,FIELD_IDENTIFIER,2,,RW_MODE,RW_MODE,26,103,,,2
55834586230,FIELD_IDENTIFIER,2,,npos,npos,39,104,,,2
55834586231,FIELD_IDENTIFIER,2,,npos,npos,77,104,,,2
55834586232,FIELD_IDENTIFIER,2,,WRITE_MODE,WRITE_MODE,26,105,,,2
55834586233,FIELD_IDENTIFIER,2,,npos,npos,39,106,,,2
55834586234,FIELD_IDENTIFIER,2,,READ_MODE,READ_MODE,26,107,,,2
55834586235,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,22,108,,,2
55834586236,FIELD_IDENTIFIER,2,,NONE,NONE,143,115,,,2
55834586237,FIELD_IDENTIFIER,2,,UNKNOWN_AM,UNKNOWN_AM,46,118,,,2
55834586238,FIELD_IDENTIFIER,2,,mSettings,mSettings,26,129,,,2
55834586239,FIELD_IDENTIFIER,2,,platform,platform,26,129,,,2
55834586240,FIELD_IDENTIFIER,2,,mSettings,mSettings,35,130,,,2
55834586241,FIELD_IDENTIFIER,2,,severity,severity,35,130,,,2
55834586242,FIELD_IDENTIFIER,2,,portability,portability,75,130,,,2
55834586243,FIELD_IDENTIFIER,2,,mSettings,mSettings,32,131,,,2
55834586244,FIELD_IDENTIFIER,2,,severity,severity,32,131,,,2
55834586245,FIELD_IDENTIFIER,2,,warning,warning,72,131,,,2
55834586246,FIELD_IDENTIFIER,2,,mTokenizer,mTokenizer,44,137,,,2
55834586247,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,82,144,,,2
55834586248,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,82,146,,,2
55834586249,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,78,148,,,2
55834586250,FIELD_IDENTIFIER,2,,functionScopes,functionScopes,32,153,,,2
55834586251,FIELD_IDENTIFIER,2,,bodyStart,bodyStart,33,155,,,2
55834586252,FIELD_IDENTIFIER,2,,bodyEnd,bodyEnd,58,155,,,2
55834586253,FIELD_IDENTIFIER,2,,second,second,34,165,,,2
55834586254,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,34,165,,,2
55834586255,FIELD_IDENTIFIER,2,,second,second,25,166,,,2
55834586256,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,25,166,,,2
55834586257,FIELD_IDENTIFIER,2,,second,second,25,167,,,2
55834586258,FIELD_IDENTIFIER,2,,mode,mode,25,167,,,2
55834586259,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,61,167,,,2
55834586260,FIELD_IDENTIFIER,2,,second,second,34,169,,,2
55834586261,FIELD_IDENTIFIER,2,,op_indent,op_indent,34,169,,,2
55834586262,FIELD_IDENTIFIER,2,,second,second,25,170,,,2
55834586263,FIELD_IDENTIFIER,2,,op_indent,op_indent,25,170,,,2
55834586264,FIELD_IDENTIFIER,2,,second,second,25,171,,,2
55834586265,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,25,171,,,2
55834586266,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,84,171,,,2
55834586267,FIELD_IDENTIFIER,2,,mSettings,mSettings,103,174,,,2
55834586268,FIELD_IDENTIFIER,2,,library,library,103,174,,,2
55834586269,FIELD_IDENTIFIER,2,,second,second,21,176,,,2
55834586270,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,21,176,,,2
55834586271,FIELD_IDENTIFIER,2,,second,second,21,177,,,2
55834586272,FIELD_IDENTIFIER,2,,mode,mode,21,177,,,2
55834586273,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,57,177,,,2
55834586274,FIELD_IDENTIFIER,2,,second,second,21,178,,,2
55834586275,FIELD_IDENTIFIER,2,,op_indent,op_indent,21,178,,,2
55834586276,FIELD_IDENTIFIER,2,,second,second,21,179,,,2
55834586277,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,21,179,,,2
55834586278,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,80,179,,,2
55834586279,FIELD_IDENTIFIER,2,,second,second,21,186,,,2
55834586280,FIELD_IDENTIFIER,2,,mode,mode,21,186,,,2
55834586281,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,48,186,,,2
55834586282,FIELD_IDENTIFIER,2,,second,second,21,187,,,2
55834586283,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,21,187,,,2
55834586284,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,71,187,,,2
55834586285,FIELD_IDENTIFIER,2,,NONE,NONE,76,193,,,2
55834586286,FIELD_IDENTIFIER,2,,eString,eString,69,200,,,2
55834586287,FIELD_IDENTIFIER,2,,OPEN,OPEN,57,205,,,2
55834586288,FIELD_IDENTIFIER,2,,eString,eString,65,210,,,2
55834586289,FIELD_IDENTIFIER,2,,OPEN,OPEN,57,213,,,2
55834586290,FIELD_IDENTIFIER,2,,mode,mode,33,222,,,2
55834586291,FIELD_IDENTIFIER,2,,READ_MODE,READ_MODE,53,222,,,2
55834586292,FIELD_IDENTIFIER,2,,POSITIONING,POSITIONING,57,226,,,2
55834586293,FIELD_IDENTIFIER,2,,npos,npos,66,231,,,2
55834586294,FIELD_IDENTIFIER,2,,READ,READ,57,235,,,2
55834586295,FIELD_IDENTIFIER,2,,npos,npos,67,240,,,2
55834586296,FIELD_IDENTIFIER,2,,WRITE,WRITE,57,244,,,2
55834586297,FIELD_IDENTIFIER,2,,CLOSE,CLOSE,57,247,,,2
55834586298,FIELD_IDENTIFIER,2,,UNIMPORTANT,UNIMPORTANT,57,252,,,2
55834586299,FIELD_IDENTIFIER,2,,mSettings,mSettings,80,253,,,2
55834586300,FIELD_IDENTIFIER,2,,library,library,80,253,,,2
55834586301,FIELD_IDENTIFIER,2,,functionOf,functionOf,25,255,,,2
55834586302,FIELD_IDENTIFIER,2,,functionOf,functionOf,46,255,,,2
55834586303,FIELD_IDENTIFIER,2,,function,function,87,255,,,2
55834586304,FIELD_IDENTIFIER,2,,nestedIn,nestedIn,50,256,,,2
55834586305,FIELD_IDENTIFIER,2,,nestedIn,nestedIn,79,256,,,2
55834586306,FIELD_IDENTIFIER,2,,first,first,92,258,,,2
55834586307,FIELD_IDENTIFIER,2,,second,second,37,260,,,2
55834586308,FIELD_IDENTIFIER,2,,mode,mode,37,260,,,2
55834586309,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,73,260,,,2
55834586310,FIELD_IDENTIFIER,2,,second,second,37,261,,,2
55834586311,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,37,261,,,2
55834586312,FIELD_IDENTIFIER,2,,second,second,37,262,,,2
55834586313,FIELD_IDENTIFIER,2,,op_indent,op_indent,37,262,,,2
55834586314,FIELD_IDENTIFIER,2,,second,second,37,263,,,2
55834586315,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,37,263,,,2
55834586316,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,96,263,,,2
55834586317,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,65,272,,,2
55834586318,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,78,285,,,2
55834586319,FIELD_IDENTIFIER,2,,OPEN,OPEN,46,290,,,2
55834586320,FIELD_IDENTIFIER,2,,second,second,55,293,,,2
55834586321,FIELD_IDENTIFIER,2,,filename,filename,33,294,,,2
55834586322,FIELD_IDENTIFIER,2,,mode,mode,73,294,,,2
55834586323,FIELD_IDENTIFIER,2,,RW_MODE,RW_MODE,96,294,,,2
55834586324,FIELD_IDENTIFIER,2,,mode,mode,107,294,,,2
55834586325,FIELD_IDENTIFIER,2,,WRITE_MODE,WRITE_MODE,130,294,,,2
55834586326,FIELD_IDENTIFIER,2,,filename,filename,25,298,,,2
55834586327,FIELD_IDENTIFIER,2,,mode,mode,21,301,,,2
55834586328,FIELD_IDENTIFIER,2,,npos,npos,56,302,,,2
55834586329,FIELD_IDENTIFIER,2,,mode,mode,29,303,,,2
55834586330,FIELD_IDENTIFIER,2,,RW_MODE,RW_MODE,49,303,,,2
55834586331,FIELD_IDENTIFIER,2,,append_mode,append_mode,29,304,,,2
55834586332,FIELD_IDENTIFIER,2,,APPEND_EX,APPEND_EX,70,304,,,2
55834586333,FIELD_IDENTIFIER,2,,append_mode,append_mode,29,306,,,2
55834586334,FIELD_IDENTIFIER,2,,APPEND,APPEND,70,306,,,2
55834586335,FIELD_IDENTIFIER,2,,append_mode,append_mode,25,308,,,2
55834586336,FIELD_IDENTIFIER,2,,UNKNOWN_AM,UNKNOWN_AM,66,308,,,2
55834586337,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,21,309,,,2
55834586338,FIELD_IDENTIFIER,2,,POSITIONING,POSITIONING,46,311,,,2
55834586339,FIELD_IDENTIFIER,2,,mode,mode,25,312,,,2
55834586340,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,45,312,,,2
55834586341,FIELD_IDENTIFIER,2,,append_mode,append_mode,30,314,,,2
55834586342,FIELD_IDENTIFIER,2,,APPEND,APPEND,72,314,,,2
55834586343,FIELD_IDENTIFIER,2,,READ,READ,46,317,,,2
55834586344,FIELD_IDENTIFIER,2,,mode,mode,25,318,,,2
55834586345,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,45,318,,,2
55834586346,FIELD_IDENTIFIER,2,,mode,mode,30,320,,,2
55834586347,FIELD_IDENTIFIER,2,,WRITE_MODE,WRITE_MODE,50,320,,,2
55834586348,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,30,322,,,2
55834586349,FIELD_IDENTIFIER,2,,WRITE,WRITE,73,322,,,2
55834586350,FIELD_IDENTIFIER,2,,WRITE,WRITE,46,325,,,2
55834586351,FIELD_IDENTIFIER,2,,mode,mode,25,326,,,2
55834586352,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,45,326,,,2
55834586353,FIELD_IDENTIFIER,2,,mode,mode,30,328,,,2
55834586354,FIELD_IDENTIFIER,2,,READ_MODE,READ_MODE,50,328,,,2
55834586355,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,30,330,,,2
55834586356,FIELD_IDENTIFIER,2,,READ,READ,73,330,,,2
55834586357,FIELD_IDENTIFIER,2,,CLOSE,CLOSE,46,333,,,2
55834586358,FIELD_IDENTIFIER,2,,mode,mode,25,334,,,2
55834586359,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,45,334,,,2
55834586360,FIELD_IDENTIFIER,2,,mode,mode,25,337,,,2
55834586361,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,44,337,,,2
55834586362,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,21,338,,,2
55834586363,FIELD_IDENTIFIER,2,,UNIMPORTANT,UNIMPORTANT,46,340,,,2
55834586364,FIELD_IDENTIFIER,2,,mode,mode,25,341,,,2
55834586365,FIELD_IDENTIFIER,2,,CLOSED,CLOSED,45,341,,,2
55834586366,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,46,344,,,2
55834586367,FIELD_IDENTIFIER,2,,mode,mode,21,345,,,2
55834586368,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,40,345,,,2
55834586369,FIELD_IDENTIFIER,2,,mode_indent,mode_indent,21,346,,,2
55834586370,FIELD_IDENTIFIER,2,,NONE,NONE,58,351,,,2
55834586371,FIELD_IDENTIFIER,2,,UNIMPORTANT,UNIMPORTANT,103,351,,,2
55834586372,FIELD_IDENTIFIER,2,,op_indent,op_indent,21,352,,,2
55834586373,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,21,353,,,2
55834586374,FIELD_IDENTIFIER,2,,second,second,13,358,,,2
55834586375,FIELD_IDENTIFIER,2,,op_indent,op_indent,13,358,,,2
55834586376,FIELD_IDENTIFIER,2,,second,second,13,359,,,2
55834586377,FIELD_IDENTIFIER,2,,mode,mode,13,359,,,2
55834586378,FIELD_IDENTIFIER,2,,UNKNOWN_OM,UNKNOWN_OM,49,359,,,2
55834586379,FIELD_IDENTIFIER,2,,second,second,13,360,,,2
55834586380,FIELD_IDENTIFIER,2,,lastOperation,lastOperation,13,360,,,2
55834586381,FIELD_IDENTIFIER,2,,UNKNOWN_OP,UNKNOWN_OP,72,360,,,2
